;Fastkraft;Varmepumpe 1 EL tilført;Varmepumpe 1 avgitt energi;Varmepumpe 2 EL tilført;Varmepumpe 2 avgitt energi;Varmevannsbereder EL;Elektrokjel spisslast;EL vifter;Varme ventilasjon;EL vifter;Varme ventilasjon;EL vifter;Varme ventilasjon;EL vifter;Varme ventilasjon;EL vifter;Varme ventilasjon;Varme radiator;Varme gulv;Radon;Radon;Radon;Areal;Temperatur
dateUnit;G02_0038_M1E;G02_0038_SM_M16E;G02_0038_SM_M27V;G02_0038_SM_M17E;G02_0038_SM_M28V;G02_0038_SM_M18E;G02_0038_SM_M19E;G02_0038_SM_M1E;G02_0038_SM_M22V;G02_0038_SM_M2E;G02_0038_SM_M23V;G02_0038_SM_M3E;G02_0038_SM_M24V;G02_0038_SM_M4E;G02_0038_SM_M25V;G02_0038_SM_M5E;G02_0038_SM_M26V;G02_0038_SM_M29V;G02_0038_SM_M30V;G02_0038_M_M1RD;G02_0038_M_M1RD;G02_0038_M_M1RD;Hovedbygg;MET_44640_TA
07.04.2021 05:00;93;10;24;12;31;6;9;3;0;3;1;5;0;16;11;14;7;40;5;271,5;361,7;447,3;5678;3,6
07.04.2021 06:00;110;12;28;12;37;5;22;3;0;2;1;6;0;18;13;15;13;50;16;194,7;330,5;495,3;5678;4
07.04.2021 07:00;97;12;28;12;37;6;22;3;0;3;0;3;1;9;6;9;10;40;16;98,9;229,3;267,2;5678;4,4
07.04.2021 08:00;122;11;29;12;37;5;35;2;0;0;0;0;0;1;1;1;0;70;14;81,2;29,7;155,8;5678;3,1
07.04.2021 09:00;132;11;29;12;37;5;36;3;0;4;0;7;1;30;10;22;23;70;14;79,4;36;103,3;5678;2,8
07.04.2021 10:00;131;11;29;12;37;6;30;3;0;3;0;4;0;17;3;14;8;70;14;40,1;88;29,7;5678;2,9
07.04.2021 11:00;121;12;28;12;36;6;24;2;0;2;0;4;0;17;2;13;4;70;14;36,9;92,4;0;5678;4,2
07.04.2021 12:00;110;11;28;12;37;6;11;3;0;3;0;4;0;16;2;14;2;60;13;3,4;116,2;0;5678;3
07.04.2021 13:00;105;12;29;11;36;5;8;3;0;2;0;4;0;16;2;15;2;50;12;0,2;152,4;0;5678;1,2
07.04.2021 14:00;97;11;28;12;37;6;5;2;0;3;0;3;0;13;2;14;2;60;5;0;111,1;0;5678;2,4
07.04.2021 15:00;89;12;29;11;36;5;8;3;0;2;0;4;0;10;1;12;4;60;11;0;137,3;0;5678;3
07.04.2021 16:00;44;6;15;12;34;6;0;0;0;0;0;0;0;0;0;0;0;40;5;0;119,4;14,1;5678;4,6
07.04.2021 17:00;26;2;0;7;21;5;0;1;0;1;0;1;0;1;0;0;0;20;0;5,5;102,5;22,7;5678;4,3
07.04.2021 18:00;24;1;0;7;14;6;0;0;0;0;0;0;0;0;0;0;0;10;1;64,5;63,5;29,1;5678;4,1
07.04.2021 19:00;25;0;0;8;23;5;0;0;0;0;0;0;0;0;0;0;0;20;2;144,5;100,6;61,6;5678;0,5
07.04.2021 20:00;28;1;0;11;28;5;0;0;0;0;0;0;0;0;0;0;0;20;1;104;168,9;111,2;5678;1,7
07.04.2021 21:00;28;1;0;10;27;5;0;0;0;0;0;0;0;0;0;0;0;30;1;115,5;146;166,1;5678;1,1
07.04.2021 22:00;29;1;0;10;25;4;0;0;0;0;0;0;0;0;0;0;0;20;1;138,5;198,2;240,5;5678;1,1
07.04.2021 23:00;28;1;3;9;28;5;0;0;0;0;0;0;0;0;0;0;0;30;1;108,2;386,6;308,5;5678;-0,5
08.04.2021 00:00;28;1;0;10;21;6;0;0;0;0;0;0;0;0;0;0;0;20;1;165,6;382,2;308,9;5678;-0,4
08.04.2021 01:00;31;2;4;12;30;4;0;0;0;0;0;0;0;0;0;0;0;30;1;261,6;295,1;363,2;5678;0
08.04.2021 02:00;31;2;2;11;26;6;0;0;0;0;0;0;0;0;0;0;0;20;1;215,7;266,4;413,9;5678;0,4
08.04.2021 03:00;27;1;0;10;27;4;0;0;0;0;0;0;0;0;0;0;0;30;1;198,1;295,6;332,8;5678;0,8
08.04.2021 04:00;35;5;5;10;25;6;0;0;0;0;0;0;0;0;0;0;0;30;1;270,7;314,1;346,1;5678;1,3
08.04.2021 05:00;100;10;25;12;35;5;16;2;0;2;1;5;1;16;15;13;11;40;5;281,7;390,7;485,3;5678;0,8
08.04.2021 06:00;122;12;28;12;36;4;38;4;0;0;0;0;0;0;0;0;0;50;16;184,5;372,9;445,1;5678;0,4
08.04.2021 07:00;107;11;28;12;37;6;32;2;0;6;3;9;5;28;26;25;34;50;17;55,9;286,9;238,3;5678;0,8
08.04.2021 08:00;131;11;29;12;37;5;42;2;0;2;0;4;1;14;8;11;13;70;15;1,8;176,6;23,6;5678;0,3
08.04.2021 09:00;134;12;29;12;37;6;31;2;0;2;0;4;0;17;6;14;9;70;14;26,6;65,1;0;5678;1
08.04.2021 10:00;129;11;28;12;33;6;24;3;0;2;0;4;1;17;5;13;5;60;14;41;47,4;18,7;5678;3,8
08.04.2021 11:00;129;12;29;11;31;7;24;3;0;2;0;3;0;17;5;13;8;60;13;47;95,2;45,5;5678;4,6
08.04.2021 12:00;130;12;28;12;38;6;25;2;0;3;0;4;0;16;5;13;8;60;14;49,5;53,6;33,9;5678;3,3
08.04.2021 13:00;129;11;28;12;34;5;22;3;0;3;0;4;0;16;5;14;5;60;13;18,3;0,6;53,9;5678;5,5
08.04.2021 14:00;116;12;28;13;36;6;19;3;0;3;0;4;0;13;4;12;5;60;13;0,3;7,3;51,5;5678;5,9
08.04.2021 15:00;111;11;27;11;36;5;19;2;0;2;0;4;1;12;5;11;9;50;11;22,6;101,7;21,9;5678;7
08.04.2021 16:00;52;8;20;9;33;5;2;0;0;0;0;0;0;1;0;0;2;40;3;45,2;134,7;31,9;5678;6,7
08.04.2021 17:00;29;1;0;4;9;6;0;1;0;1;0;0;0;0;0;0;0;20;1;31;124;21;5678;6
08.04.2021 18:00;32;1;0;7;12;5;0;0;0;0;0;0;0;0;0;0;0;10;1;1,5;155,9;44,2;5678;4,6
08.04.2021 19:00;28;0;0;8;23;6;0;0;0;0;0;0;0;0;0;0;0;20;2;0,2;120,3;109,6;5678;4,5
08.04.2021 20:00;24;1;0;6;23;5;0;0;0;0;0;0;0;0;0;0;0;20;1;20,5;54,4;124,2;5678;3,5
08.04.2021 21:00;30;2;4;10;18;5;2;0;0;0;0;0;1;0;0;0;0;20;1;52,2;65,3;148,3;5678;2,7
08.04.2021 22:00;29;1;0;10;28;5;0;0;0;0;0;0;0;0;0;0;0;20;1;90,3;128;197;5678;2,2
08.04.2021 23:00;30;0;0;12;30;5;0;0;0;0;0;0;0;0;0;0;0;30;1;105,5;179;314,4;5678;0,6
09.04.2021 00:00;31;1;0;12;31;5;0;0;0;0;0;0;0;0;0;0;0;30;1;62,8;244,3;426,3;5678;-0,1
09.04.2021 01:00;22;0;0;5;18;5;0;0;0;0;0;0;0;0;1;0;0;20;1;91,5;280,3;279,7;5678;-0,3
09.04.2021 02:00;29;2;1;8;20;5;-2;0;0;0;0;0;0;0;0;0;0;20;1;168,1;311,7;269,6;5678;0,7
09.04.2021 03:00;30;2;5;11;31;5;2;0;0;0;0;0;0;0;0;0;0;30;2;206,8;248,4;282,7;5678;0
09.04.2021 04:00;24;1;0;7;18;4;0;0;0;0;0;0;0;0;0;0;0;20;1;164,4;349,7;257,3;5678;0,5
09.04.2021 05:00;90;10;23;12;33;5;7;2;0;2;0;5;0;16;10;14;9;40;8;119,5;343,5;273,4;5678;-0,2
09.04.2021 06:00;100;12;28;12;38;6;13;4;0;4;0;6;1;17;11;15;11;40;14;100,5;376,6;245,8;5678;-0,4
09.04.2021 07:00;82;12;29;12;36;5;9;2;0;1;0;3;0;10;4;9;11;40;13;39,3;313,5;218,9;5678;-0,7
09.04.2021 08:00;122;11;28;12;38;5;34;2;0;3;0;4;0;14;6;11;12;70;14;63,4;241;140,4;5678;0,5
09.04.2021 09:00;132;11;29;11;37;5;32;2;0;2;0;4;1;17;5;15;6;70;15;37,2;163,8;37,3;5678;2
09.04.2021 10:00;132;12;28;12;36;6;27;3;0;3;0;5;0;17;4;15;4;70;14;0;144,4;76,3;5678;3,1
09.04.2021 11:00;124;12;28;13;37;6;24;2;0;2;0;5;0;17;3;14;3;60;14;0;187,7;19,9;5678;3,7
09.04.2021 12:00;128;11;29;11;36;6;26;2;0;1;0;4;1;16;5;13;4;70;14;0;114,1;0;5678;4,2
09.04.2021 13:00;124;11;22;13;37;6;29;3;0;2;0;3;1;16;5;13;6;60;14;26,4;149,3;0,4;5678;5
09.04.2021 14:00;112;12;26;12;36;6;23;3;0;2;0;4;0;15;5;11;7;60;14;44,7;136,6;24,9;5678;5,4
09.04.2021 15:00;96;12;28;13;36;5;15;2;0;2;0;4;0;11;3;12;9;50;11;8,4;80,2;11,9;5678;7
09.04.2021 16:00;42;8;21;11;32;6;0;0;0;0;0;0;0;0;0;1;1;30;5;4,5;99,1;18;5678;6,8
09.04.2021 17:00;24;1;0;7;14;5;0;1;0;1;0;0;1;1;0;0;1;20;1;27,2;110,8;47,5;5678;6,5
09.04.2021 18:00;23;1;0;8;20;4;0;0;0;0;0;0;0;0;0;0;0;20;1;11,5;134,7;49,5;5678;6,8
09.04.2021 19:00;27;0;0;8;22;6;0;0;0;0;0;0;0;0;0;0;0;20;1;24,5;173,3;88,8;5678;6,2
09.04.2021 20:00;28;1;0;11;21;5;0;0;0;0;0;0;0;0;0;0;0;13;2;32,9;121,4;158,6;5678;5,2
09.04.2021 21:00;28;3;0;8;22;4;0;0;0;0;0;0;0;0;0;0;0;22;1;60,9;160,4;167;5678;4,8
09.04.2021 22:00;30;3;9;10;20;5;0;0;0;0;0;0;0;0;0;0;0;30;1;25,5;182,7;165,6;5678;4,8
09.04.2021 23:00;29;2;3;10;31;6;0;0;0;0;0;0;0;0;0;0;0;25;1;68,1;200,8;322,5;5678;4
10.04.2021 00:00;31;0;0;14;30;4;0;0;0;0;0;0;0;0;0;0;0;20;1;96,6;185,2;398,7;5678;3,8
10.04.2021 01:00;25;1;0;7;21;5;0;0;0;0;0;0;0;0;0;0;0;30;1;172,2;252,8;351;5678;3,5
10.04.2021 02:00;29;0;0;11;20;5;0;0;0;0;0;0;0;0;0;0;0;20;1;214,3;257,5;280,5;5678;2,7
10.04.2021 03:00;29;3;4;11;27;4;0;0;0;0;0;0;0;0;0;0;0;30;1;175,7;381,3;386,2;5678;2,3
10.04.2021 04:00;31;1;0;13;37;5;0;0;0;0;0;0;0;0;0;0;0;30;1;195;488,5;430,2;5678;2,2
10.04.2021 05:00;26;0;0;8;17;5;0;0;0;0;0;0;0;0;0;0;0;20;2;255,5;446;443,1;5678;1,6
10.04.2021 06:00;32;4;8;11;31;5;0;0;0;0;0;0;0;0;0;0;0;30;1;229;351,1;657,3;5678;1,1
10.04.2021 07:00;25;1;0;11;23;4;0;0;0;0;0;0;0;0;0;0;0;20;1;250;389,7;791,3;5678;1,8
10.04.2021 08:00;27;1;0;10;27;5;0;0;0;0;0;0;0;0;0;0;0;30;1;258,3;445,4;863,9;5678;1,8
10.04.2021 09:00;24;0;0;10;25;4;0;0;0;0;0;0;0;0;0;0;0;20;1;277,4;512;896,1;5678;4,3
10.04.2021 10:00;24;1;0;8;18;5;0;0;0;0;0;0;0;0;0;0;0;20;1;380,7;591,7;838,6;5678;5,9
10.04.2021 11:00;25;3;6;7;18;5;0;0;0;0;0;0;0;0;0;0;0;30;1;348,6;534,1;800,4;5678;6,8
10.04.2021 12:00;21;1;0;5;15;5;0;0;0;0;0;0;0;0;0;0;0;20;1;383;506,8;713,1;5678;7,3
10.04.2021 13:00;22;0;0;8;18;5;0;0;0;0;0;0;0;0;0;0;0;10;1;365;554;647,9;5678;8,2
10.04.2021 14:00;21;1;0;6;20;5;0;0;0;0;0;0;0;0;0;0;0;20;1;429,9;608;534,1;5678;8,2
10.04.2021 15:00;21;1;0;6;12;4;0;0;0;0;0;0;0;0;0;0;0;10;1;549,9;591,9;544;5678;8,8
10.04.2021 16:00;23;0;0;7;20;5;0;0;0;0;0;0;0;0;0;0;0;20;1;564,9;618,5;457,4;5678;8,9
10.04.2021 17:00;24;1;0;8;27;6;0;0;0;0;0;0;0;0;0;0;0;20;1;482,7;728;494,5;5678;9,7
10.04.2021 18:00;20;0;0;6;14;4;0;0;0;0;0;0;0;0;0;0;0;20;2;330,7;726,3;549,7;5678;7,8
10.04.2021 19:00;26;1;0;10;23;6;0;0;0;0;0;0;0;0;0;0;0;20;1;235,9;760,3;536,3;5678;6,7
10.04.2021 20:00;26;0;0;10;28;3;0;0;0;0;0;0;0;0;0;0;0;20;1;263,8;683,3;640;5678;6,3
10.04.2021 21:00;31;3;4;10;28;6;0;0;0;0;0;0;0;0;0;0;0;20;8;255,4;718,4;841,4;5678;5,1
10.04.2021 22:00;30;0;0;12;33;5;0;0;0;0;0;0;0;0;0;0;0;30;6;270,9;642,3;884,6;5678;5,1
10.04.2021 23:00;37;7;13;14;34;4;0;0;0;0;0;0;0;0;0;0;0;30;9;240,2;677,3;996,7;5678;3,6
11.04.2021 00:00;29;2;4;10;24;5;0;0;0;1;0;1;0;1;0;1;0;20;9;286,3;650,4;917,7;5678;2,8
11.04.2021 01:00;29;1;0;12;28;4;0;0;0;0;0;0;0;0;0;0;0;20;1;518,1;709,6;939,2;5678;1,6
11.04.2021 02:00;31;3;5;11;27;6;0;0;0;0;0;0;0;0;0;0;0;40;1;446,6;711,6;1017,5;5678;1,7
11.04.2021 03:00;33;4;6;11;29;5;0;0;0;0;0;0;0;0;0;0;0;20;1;389,3;829,7;1143,6;5678;2,5
11.04.2021 04:00;28;0;0;11;25;4;0;0;0;0;0;0;0;0;0;0;0;30;1;401,8;740,5;1040,3;5678;1,8
11.04.2021 05:00;32;3;3;12;29;5;0;0;0;0;0;0;0;0;0;0;0;30;1;431,1;556,9;1002,9;5678;2,1
11.04.2021 06:00;32;0;0;14;34;5;0;0;0;0;0;0;0;0;0;0;0;30;1;365,6;532,5;900,4;5678;1,8
11.04.2021 07:00;27;3;2;9;22;5;0;0;0;0;0;0;0;0;0;0;0;30;1;384,4;641,6;840,3;5678;2,3
11.04.2021 08:00;24;2;6;8;18;4;0;0;0;0;0;0;0;0;0;0;0;20;1;535,9;664,9;823,5;5678;2,8
11.04.2021 09:00;26;3;4;9;20;6;0;0;0;0;0;0;0;0;0;0;0;30;3;565,8;619,2;832,4;5678;3,6
11.04.2021 10:00;24;1;0;9;20;5;0;0;0;0;0;0;0;0;0;0;0;20;1;617;501,6;682,9;5678;5,6
11.04.2021 11:00;19;0;0;5;13;3;0;0;0;0;0;0;0;0;0;0;0;10;1;637,4;511,8;626,8;5678;6,4
11.04.2021 12:00;21;1;0;6;17;5;0;0;0;0;0;0;0;0;0;0;0;20;1;675,6;502,4;625,8;5678;7,5
11.04.2021 13:00;22;0;0;6;16;5;0;0;0;0;0;0;0;0;0;0;0;20;1;721,3;679,7;809,6;5678;7,7
11.04.2021 14:00;20;1;0;5;11;5;0;0;0;0;0;0;0;0;0;0;0;10;1;692,5;852,5;968,6;5678;7,1
11.04.2021 15:00;20;0;0;4;11;5;0;0;0;0;0;0;0;0;0;0;0;10;1;605,6;968,9;790,3;5678;8,5
11.04.2021 16:00;20;1;0;6;15;4;0;0;0;0;0;0;0;0;0;0;0;10;1;555,7;928,4;744,5;5678;7,9
11.04.2021 17:00;22;0;0;6;17;5;0;0;0;0;0;0;0;0;0;0;0;20;2;596;847,7;813;5678;7
11.04.2021 18:00;20;1;0;5;9;6;0;0;0;0;0;0;0;0;0;0;0;10;1;583,2;681,4;732,5;5678;7,3
11.04.2021 19:00;24;0;0;8;22;4;0;0;0;0;0;0;0;0;0;0;0;20;1;585,9;640,1;625,9;5678;5,9
11.04.2021 20:00;25;1;0;9;24;5;0;0;0;0;0;0;0;0;0;0;0;20;1;427,1;972,8;613,9;5678;4,5
11.04.2021 21:00;30;3;0;10;28;4;0;0;0;0;0;0;0;0;0;0;0;20;8;464,1;1106;591,4;5678;3,9
11.04.2021 22:00;32;2;8;12;34;5;0;0;0;0;0;0;0;0;0;0;0;30;9;559,6;1050,6;599,9;5678;3,8
11.04.2021 23:00;28;3;1;9;23;5;0;0;0;0;0;0;0;0;0;0;0;20;8;675,9;856,1;585,5;5678;2,8
12.04.2021 00:00;30;0;4;13;34;4;0;0;0;0;0;0;0;0;0;0;0;20;7;609,2;783,4;701;5678;2,8
12.04.2021 01:00;27;1;0;9;23;5;0;0;0;0;0;0;0;0;0;0;0;20;3;540,5;665,5;739,1;5678;3
12.04.2021 02:00;28;0;0;11;31;5;0;0;0;0;0;0;0;0;0;0;0;30;1;471,1;607,7;753,9;5678;3,4
12.04.2021 03:00;28;3;2;9;23;5;0;0;0;0;0;0;0;0;0;0;0;20;1;450,2;619;835,7;5678;3
12.04.2021 04:00;29;0;0;11;26;5;0;0;0;0;0;0;0;0;0;0;0;20;2;448,3;555,7;973,6;5678;2,9
12.04.2021 05:00;102;10;18;11;30;5;22;2;0;2;0;5;0;16;12;14;11;50;8;530,8;551,5;1025,2;5678;2
12.04.2021 06:00;111;11;29;12;37;5;24;3;0;3;1;6;2;17;14;15;13;50;16;449,3;520,8;892,4;5678;2
12.04.2021 07:00;102;12;28;12;37;6;27;2;0;3;0;3;1;11;7;9;13;48;16;321,5;315,1;664,2;5678;1,9
12.04.2021 08:00;117;11;28;12;37;5;28;3;0;2;0;3;1;14;5;11;10;57;16;202,2;201,8;409,7;5678;2,7
12.04.2021 09:00;116;11;28;12;37;5;17;2;0;2;0;4;0;16;2;12;8;57;13;138,6;186,7;220;5678;4,8
12.04.2021 10:00;115;12;28;12;37;6;12;2;0;3;0;3;0;17;0;13;4;58;13;31,2;156,7;103,6;5678;5,3
12.04.2021 11:00;106;11;29;12;37;7;2;3;0;3;0;5;0;17;0;13;3;40;13;0,4;97,8;6,1;5678;6,3
12.04.2021 12:00;118;11;28;11;36;12;1;2;0;3;0;5;0;17;0;14;0;50;11;1,1;17,5;9,1;5678;6,4
12.04.2021 13:00;108;12;28;13;37;12;0;2;0;3;0;4;0;16;0;14;0;40;12;22,9;18,6;87,7;5678;7,3
12.04.2021 14:00;92;8;20;12;36;8;0;3;0;2;0;4;0;14;0;13;0;40;10;5,1;49,9;59;5678;7,8
12.04.2021 15:00;78;2;4;12;38;7;0;3;0;2;0;4;0;12;0;11;1;40;4;27,3;49,7;33,1;5678;7,5
12.04.2021 16:00;36;1;0;9;27;6;0;0;0;1;0;0;0;0;0;0;0;30;1;4,7;42,9;3,8;5678;7,3
12.04.2021 17:00;26;0;0;6;16;5;0;0;0;0;0;1;0;1;0;1;0;10;1;20,1;98;81,6;5678;7,6
12.04.2021 18:00;22;1;0;5;15;5;0;0;0;0;0;0;0;0;0;0;0;10;1;54,8;214,6;141,7;5678;6,9
12.04.2021 19:00;24;0;0;9;24;6;0;0;0;0;0;0;0;0;0;0;0;20;1;161,8;169,6;102;5678;7,2
12.04.2021 20:00;24;1;0;8;21;5;0;0;0;0;0;0;0;0;0;0;0;20;2;244,4;162,4;126,1;5678;6,6
12.04.2021 21:00;26;0;0;7;21;5;0;0;0;0;0;0;0;0;0;0;0;20;1;231,5;158,8;267,2;5678;5,6
12.04.2021 22:00;24;1;0;7;15;4;0;0;0;0;0;0;0;0;0;0;0;10;1;184,4;105;292,2;5678;4,6
12.04.2021 23:00;29;0;0;11;25;5;0;0;0;0;0;0;0;0;0;0;0;20;1;177,7;74,2;330,4;5678;4,2
13.04.2021 00:00;25;1;0;7;22;4;0;0;0;0;0;0;0;0;0;0;0;20;1;82;103,3;335,5;5678;3,6
13.04.2021 01:00;28;2;3;8;17;5;0;0;0;0;0;0;0;0;0;0;0;30;1;121,7;187,6;406,5;5678;2,8
13.04.2021 02:00;25;1;0;7;19;4;0;0;0;0;0;0;0;0;0;0;0;10;1;261,6;233,5;488,9;5678;3,1
13.04.2021 03:00;31;5;4;10;20;5;0;0;0;0;0;0;0;0;0;0;0;30;1;354,9;352,5;457,6;5678;3,3
13.04.2021 04:00;25;1;5;7;24;6;0;0;0;0;0;0;0;0;0;0;0;20;1;340,8;525,3;461;5678;2,7
13.04.2021 05:00;89;8;15;11;26;4;10;2;0;0;0;0;0;0;0;0;0;40;2;350,3;553,4;477,2;5678;2,4
13.04.2021 06:00;106;12;27;13;37;6;18;3;0;0;0;0;0;0;0;0;0;40;14;370,2;516,8;428,4;5678;2,5
13.04.2021 07:00;81;12;28;12;37;3;12;2;0;8;1;14;2;44;27;38;33;40;16;256,9;425,5;246,5;5678;3
13.04.2021 08:00;109;11;28;12;37;6;21;3;0;2;0;4;0;13;5;11;11;60;12;128,1;299,9;26,6;5678;4,1
13.04.2021 09:00;116;11;28;12;37;5;19;2;0;2;0;3;0;16;3;13;6;60;14;15,9;233,4;0;5678;6
13.04.2021 10:00;110;12;28;12;37;6;10;3;0;2;0;4;0;17;0;14;1;60;12;0,5;163,5;0;5678;7,6
13.04.2021 11:00;106;11;28;12;36;8;1;2;0;2;0;5;0;17;0;13;1;50;12;0;170,1;0;5678;8,7
13.04.2021 12:00;117;12;28;11;37;11;3;2;0;2;0;5;0;16;0;12;4;40;12;0;126,5;17,3;5678;9,4
13.04.2021 13:00;103;11;28;12;36;10;0;3;0;3;0;4;0;14;0;11;2;50;12;0;107,1;14;5678;10,1
13.04.2021 14:00;87;10;28;12;36;7;0;3;0;3;0;4;0;10;0;9;0;40;10;1,9;150,5;31,3;5678;11,2
13.04.2021 15:00;96;11;20;13;37;7;0;2;0;2;0;6;0;16;1;15;2;40;6;27;119,2;42,2;5678;10,4
13.04.2021 16:00;34;1;6;8;28;6;0;1;0;0;0;0;0;1;0;1;0;30;5;5,4;102,5;36,2;5678;9,6
13.04.2021 17:00;31;1;0;8;17;5;0;0;0;0;0;0;0;0;0;0;0;20;1;5,6;105,3;3,1;5678;9,6
13.04.2021 18:00;20;0;0;4;15;6;0;0;0;0;0;0;0;0;0;0;0;10;1;26,9;148,5;15,2;5678;9,2
13.04.2021 19:00;27;1;0;11;26;5;0;0;0;0;0;0;0;0;0;0;0;20;1;2,9;144,3;160,3;5678;9,3
13.04.2021 20:00;21;0;0;4;13;6;0;0;0;0;0;0;0;0;0;0;0;20;1;36,9;157,8;327,7;5678;7,8
13.04.2021 21:00;25;1;0;7;15;3;0;0;0;0;0;0;0;0;0;0;0;10;1;143;175,9;255,7;5678;6,4
13.04.2021 22:00;29;0;0;11;30;5;0;0;0;0;0;0;0;0;0;0;0;20;2;140,8;270,7;234,8;5678;4,1
13.04.2021 23:00;25;1;0;7;16;6;0;0;0;0;0;0;0;0;0;0;0;20;1;97,9;299,9;369,6;5678;4,2
14.04.2021 00:00;30;3;6;9;23;4;0;0;0;0;0;0;0;0;0;0;0;30;1;93,8;272,7;348,8;5678;4
14.04.2021 01:00;25;1;0;7;21;5;0;0;0;0;0;0;0;0;0;0;0;10;1;229,9;320,7;305,9;5678;3,6
14.04.2021 02:00;28;0;0;9;20;5;0;0;0;0;0;0;0;0;0;0;0;30;1;260,2;315,8;381,4;5678;3,4
14.04.2021 03:00;25;1;0;8;20;4;0;0;0;0;0;0;0;0;0;0;0;20;1;334,9;403,1;443,9;5678;3,2
14.04.2021 04:00;29;2;4;11;30;5;0;0;0;0;0;0;0;0;0;0;0;20;1;323,8;411,2;494;5678;3,3
14.04.2021 05:00;86;9;19;11;30;5;5;3;0;3;0;5;0;16;10;14;8;40;1;247,5;364,1;488,2;5678;3
14.04.2021 06:00;101;12;28;12;37;6;13;3;0;3;0;5;2;17;10;15;11;40;13;149,2;320,2;438,9;5678;3
14.04.2021 07:00;81;12;28;12;37;5;13;2;0;1;1;4;0;9;4;9;13;50;14;89,9;326,8;244,7;5678;3,2
14.04.2021 08:00;76;11;27;12;36;5;2;2;0;2;0;4;0;8;4;9;11;30;14;13,5;252,1;162,5;5678;4,6
14.04.2021 09:00;84;12;28;12;37;5;6;2;0;2;0;3;0;10;3;10;9;50;13;20,5;130,5;46,6;5678;4,8
14.04.2021 10:00;79;11;27;12;36;5;0;3;0;1;0;4;0;10;1;11;7;40;13;50,3;100,8;0;5678;7,6
14.04.2021 11:00;73;4;9;13;37;5;0;3;0;2;0;3;0;10;2;10;5;30;8;25,7;71,4;0;5678;9,8
14.04.2021 12:00;81;8;18;12;36;5;0;2;0;2;0;4;0;11;1;11;6;40;10;0,7;29,1;0;5678;11,2
14.04.2021 13:00;78;6;14;13;36;5;0;3;0;1;0;4;0;13;0;10;5;30;7;0,2;57,4;12,2;5678;11,7
14.04.2021 14:00;70;3;5;12;32;5;0;3;0;3;0;3;0;10;0;10;5;40;4;0;135,1;47,9;5678;11,5
14.04.2021 15:00;64;0;0;12;32;6;0;2;0;1;0;4;0;9;0;10;4;30;4;0;155,8;34,3;5678;12
14.04.2021 16:00;25;1;0;6;28;5;0;0;0;0;0;0;0;1;0;0;1;20;3;3,1;140,6;3;5678;11,5
14.04.2021 17:00;21;0;0;6;11;4;0;1;0;0;0;1;0;0;0;1;0;10;1;42,7;104,1;78,9;5678;12,2
14.04.2021 18:00;23;1;0;7;18;6;0;0;0;0;0;0;0;0;0;0;0;10;1;62,9;71,2;129,6;5678;11
14.04.2021 19:00;23;0;0;7;22;5;0;0;0;0;0;0;0;0;0;0;0;20;1;102,6;113,4;146,9;5678;9,6
14.04.2021 20:00;25;1;0;9;22;4;0;0;0;0;0;0;0;0;0;0;0;20;1;73,3;152,2;193,8;5678;9
14.04.2021 21:00;24;0;0;6;22;5;0;0;0;0;0;0;0;0;0;0;0;20;2;30;165,6;251,1;5678;7,9
14.04.2021 22:00;24;1;0;6;12;5;0;0;0;0;0;0;0;0;0;0;0;10;1;34,7;230,6;312,9;5678;6,6
14.04.2021 23:00;31;3;5;11;29;5;0;0;0;0;0;0;0;0;0;0;0;30;1;66,7;257,7;324,3;5678;5
15.04.2021 00:00;24;0;0;8;20;4;0;0;0;0;0;0;0;0;0;0;0;20;1;146,3;289,6;321,9;5678;5
15.04.2021 01:00;25;1;0;6;15;5;0;0;0;0;0;0;0;0;0;0;0;10;1;222,1;310,7;328,3;5678;5
15.04.2021 02:00;32;0;0;14;33;5;0;0;0;0;0;0;0;0;0;0;0;28;1;212,5;218,9;338,5;5678;5,1
15.04.2021 03:00;28;1;0;11;28;4;0;0;0;0;0;0;0;0;0;0;0;32;1;202,1;224,5;366,3;5678;5,2
15.04.2021 04:00;28;0;0;9;25;6;0;0;0;0;0;0;0;0;0;0;0;20;1;187,5;335,4;412,7;5678;5,2
15.04.2021 05:00;89;11;18;13;36;4;6;3;0;3;0;6;0;16;9;14;8;48;4;211,1;458;374,6;5678;4,6
15.04.2021 06:00;111;12;28;12;36;6;20;2;0;3;0;6;2;18;10;15;12;37;14;192,1;366,4;340,5;5678;4,4
15.04.2021 07:00;92;12;27;12;37;5;18;2;0;2;0;4;0;10;4;10;10;48;14;106,4;258,3;260,2;5678;4,7
15.04.2021 08:00;116;12;28;12;37;5;24;2;0;2;0;4;0;13;4;11;11;60;14;102,9;176,2;141,3;5678;5,6
15.04.2021 09:00;123;11;29;11;36;10;15;3;0;3;0;5;0;15;0;12;5;57;13;99;63,6;28,5;5678;8,3
15.04.2021 10:00;110;12;27;12;37;9;4;2;0;3;0;5;0;16;0;13;3;40;13;76,2;0,3;10,7;5678;9,7
15.04.2021 11:00;103;11;27;12;36;7;0;2;0;2;0;4;0;17;0;14;1;50;12;52;24,6;25,8;5678;10,3
15.04.2021 12:00;94;6;18;12;36;6;0;2;0;4;0;4;0;15;0;13;0;40;12;50,2;73,3;0,6;5678;10,7
15.04.2021 13:00;86;4;8;12;37;6;0;3;0;3;0;4;0;14;0;13;0;30;12;19,3;60,2;0;5678;11
